FID,AFFGEOID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
-1,0500000US42005,42,PENNSYLVANIA,PA,Armstrong,42005,"Armstrong County, Pennsylvania",653.202321880000000,68343.000000000000000,0.000000000000000,32442.000000000000000,111.000000000000000,28616.000000000000000,372.000000000000000,8972.000000000000000,596.000000000000000,2653.000000000000000,260.000000000000000,24266.000000000000000,451.000000000000000,5413.000000000000000,357.000000000000000,13168.000000000000000,53.000000000000000,13651.000000000000000,21.000000000000000,12611.000000000000000,582.000000000000000,2296.000000000000000,227.699999999999990,1717.000000000000000,8.000000000000000,175.000000000000000,111.400000000000010,971.000000000000000,146.699999999999990,3486.000000000000000,231.000000000000000,196.000000000000000,54.100000000000001,2297.000000000000000,271.000000000000000,860.000000000000000,181.000000000000000,13.300000000000001,0.900000000000000,8.000000000000000,0.800000000000000,24266.000000000000000,451.000000000000000,10.900000000000000,0.700000000000000,19.300000000000001,0.100000000000000,20.000000000000000,0.000000000000000,18.600000000000001,0.900000000000000,8.000000000000000,0.800000000000000,2.500000000000000,0.000000000000000,0.300000000000000,0.200000000000000,3.000000000000000,0.500000000000000,10.699999999999999,0.700000000000000,0.700000000000000,0.200000000000000,8.000000000000000,0.900000000000000,1.300000000000000,0.300000000000000,0.500000000000000,0.606100000000000,0.500000000000000,0.363600000000000,1.969700000000000,0.484800000000000,0.803000000000000,0.303000000000000,0.954500000000000,0.545500000000000,2.606100000000000,0.893900000000000,0.045500000000000,0.151500000000000,0.197000000000000,0.075800000000000,0.333300000000000,0.666700000000000,0.136400000000000,0.515200000000000,0.075800000000000,1.727300000000000,0.121200000000000,6.500000000000000,0.272700000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,5748.000000000000000,459.000000000000000,8.500000000000000,0.700000000000000,57414.000000000000000
-1,0500000US42031,42,PENNSYLVANIA,PA,Clarion,42031,"Clarion County, Pennsylvania",600.834094869999940,39437.000000000000000,0.000000000000000,19920.000000000000000,139.000000000000000,15846.000000000000000,254.000000000000000,7135.000000000000000,558.000000000000000,1577.000000000000000,161.000000000000000,22341.000000000000000,535.000000000000000,2973.000000000000000,209.000000000000000,6731.000000000000000,49.000000000000000,7543.000000000000000,0.000000000000000,6225.000000000000000,340.000000000000000,1115.000000000000000,187.199999999999990,1355.000000000000000,50.000000000000000,119.000000000000000,95.099999999999994,896.000000000000000,169.800000000000010,2560.000000000000000,187.000000000000000,241.000000000000000,84.900000000000006,1339.000000000000000,181.000000000000000,1728.000000000000000,298.000000000000000,18.899999999999999,1.400000000000000,8.400000000000000,0.800000000000000,22341.000000000000000,535.000000000000000,11.500000000000000,0.800000000000000,17.100000000000001,0.100000000000000,19.100000000000001,0.000000000000000,16.000000000000000,0.900000000000000,7.000000000000000,1.200000000000000,3.400000000000000,0.100000000000000,0.300000000000000,0.300000000000000,4.500000000000000,0.900000000000000,12.900000000000000,0.900000000000000,1.500000000000000,0.500000000000000,8.500000000000000,1.100000000000000,4.400000000000000,0.800000000000000,0.954500000000000,0.742400000000000,0.878800000000000,0.530300000000000,3.106100000000000,0.939400000000000,0.393900000000000,0.136400000000000,0.666700000000000,0.257600000000000,1.454500000000000,0.151500000000000,0.151500000000000,0.257600000000000,0.409100000000000,0.151500000000000,0.590900000000000,0.833300000000000,0.803000000000000,0.575800000000000,0.681800000000000,3.484800000000000,0.939400000000000,8.454500000000000,0.727300000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,3900.000000000000000,358.000000000000000,10.000000000000000,0.900000000000000,40984.000000000000000
-1,0500000US42035,42,PENNSYLVANIA,PA,Clinton,42035,"Clinton County, Pennsylvania",887.983827590000030,39611.000000000000000,0.000000000000000,19045.000000000000000,227.000000000000000,14947.000000000000000,365.000000000000000,6248.000000000000000,591.000000000000000,1302.000000000000000,191.000000000000000,21595.000000000000000,919.000000000000000,3296.000000000000000,286.000000000000000,6603.000000000000000,55.000000000000000,8096.000000000000000,59.000000000000000,5604.000000000000000,373.000000000000000,1277.000000000000000,158.500000000000000,1789.000000000000000,19.000000000000000,231.000000000000000,84.500000000000000,636.000000000000000,117.900000000000010,1823.000000000000000,193.000000000000000,173.000000000000000,52.500000000000000,1299.000000000000000,167.000000000000000,2525.000000000000000,555.000000000000000,16.899999999999999,1.500000000000000,6.900000000000000,1.000000000000000,21595.000000000000000,919.000000000000000,13.100000000000000,1.100000000000000,16.699999999999999,0.100000000000000,20.399999999999999,0.100000000000000,14.400000000000000,1.000000000000000,8.500000000000000,1.000000000000000,4.500000000000000,0.000000000000000,0.600000000000000,0.200000000000000,3.300000000000000,0.600000000000000,9.600000000000000,1.000000000000000,1.200000000000000,0.400000000000000,8.699999999999999,1.100000000000000,6.400000000000000,1.400000000000000,0.924200000000000,0.257600000000000,0.924200000000000,0.742400000000000,2.848500000000000,0.863600000000000,0.333300000000000,0.439400000000000,0.363600000000000,0.712100000000000,1.848500000000000,0.363600000000000,0.257600000000000,0.545500000000000,0.803000000000000,0.409100000000000,0.484800000000000,0.636400000000000,0.545500000000000,0.621200000000000,0.878800000000000,3.166700000000000,0.863600000000000,8.666700000000001,0.772700000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,4209.000000000000000,386.000000000000000,10.800000000000001,1.000000000000000,39518.000000000000000
-1,0500000US42045,42,PENNSYLVANIA,PA,Delaware,42045,"Delaware County, Pennsylvania",183.843364990000000,560775.000000000000000,0.000000000000000,222430.000000000000000,389.000000000000000,204571.000000000000000,1006.000000000000000,56868.000000000000000,2908.000000000000000,25867.000000000000000,973.000000000000000,33539.000000000000000,429.000000000000000,30222.000000000000000,1004.000000000000000,81977.000000000000000,62.000000000000000,127923.000000000000000,21.000000000000000,62837.000000000000000,1645.000000000000000,19011.000000000000000,882.700000000000050,169506.000000000000000,205.000000000000000,9797.000000000000000,791.899999999999980,27426.000000000000000,859.100000000000020,631.000000000000000,153.000000000000000,2339.000000000000000,320.300000000000010,23238.000000000000000,928.000000000000000,22302.000000000000000,989.000000000000000,10.500000000000000,0.500000000000000,8.900000000000000,0.300000000000000,33539.000000000000000,429.000000000000000,8.100000000000000,0.300000000000000,14.600000000000000,0.100000000000000,22.800000000000001,0.000000000000000,11.400000000000000,0.300000000000000,9.300000000000001,0.400000000000000,30.199999999999999,0.000000000000000,1.900000000000000,0.200000000000000,12.300000000000001,0.400000000000000,0.300000000000000,0.100000000000000,1.100000000000000,0.200000000000000,11.400000000000000,0.500000000000000,4.000000000000000,0.200000000000000,0.181800000000000,0.848500000000000,0.045500000000000,0.106100000000000,1.181800000000000,0.166700000000000,0.075800000000000,0.863600000000000,0.106100000000000,0.833300000000000,1.878800000000000,0.378800000000000,0.924200000000000,0.848500000000000,1.772700000000000,0.909100000000000,0.939400000000000,0.015200000000000,0.530300000000000,0.954500000000000,0.636400000000000,3.075800000000000,0.818200000000000,7.909100000000000,0.606100000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,2.000000000000000,3.000000000000000,47438.000000000000000,1997.000000000000000,8.600000000000000,0.400000000000000,504978.000000000000000
-1,0500000US42055,42,PENNSYLVANIA,PA,Franklin,42055,"Franklin County, Pennsylvania",772.224135219999990,151517.000000000000000,0.000000000000000,63779.000000000000000,147.000000000000000,58298.000000000000000,577.000000000000000,17270.000000000000000,1396.000000000000000,5443.000000000000000,530.000000000000000,25540.000000000000000,429.000000000000000,14733.000000000000000,918.000000000000000,26346.000000000000000,150.000000000000000,35457.000000000000000,0.000000000000000,17724.000000000000000,730.000000000000000,4740.000000000000000,447.199999999999990,15921.000000000000000,88.000000000000000,1941.000000000000000,462.300000000000010,1920.000000000000000,272.300000000000010,4849.000000000000000,427.000000000000000,882.000000000000000,206.699999999999990,3116.000000000000000,321.000000000000000,2461.000000000000000,338.000000000000000,11.600000000000000,0.900000000000000,7.200000000000000,0.700000000000000,25540.000000000000000,429.000000000000000,14.199999999999999,0.900000000000000,17.399999999999999,0.100000000000000,23.399999999999999,0.000000000000000,11.800000000000001,0.500000000000000,8.100000000000000,0.800000000000000,10.500000000000000,0.100000000000000,1.400000000000000,0.300000000000000,3.000000000000000,0.400000000000000,7.600000000000000,0.700000000000000,1.500000000000000,0.400000000000000,5.300000000000000,0.600000000000000,1.600000000000000,0.200000000000000,0.303000000000000,0.318200000000000,0.348500000000000,0.803000000000000,1.772700000000000,0.409100000000000,0.424200000000000,0.969700000000000,0.136400000000000,0.606100000000000,2.136400000000000,0.606100000000000,0.666700000000000,0.742400000000000,1.409100000000000,0.697000000000000,0.378800000000000,0.469700000000000,0.787900000000000,0.181800000000000,0.197000000000000,2.015200000000000,0.242400000000000,7.333300000000000,0.469700000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,18890.000000000000000,1462.000000000000000,12.600000000000000,1.000000000000000,134145.000000000000000
-1,0500000US42061,42,PENNSYLVANIA,PA,Huntingdon,42061,"Huntingdon County, Pennsylvania",874.651084210000020,45950.000000000000000,0.000000000000000,22402.000000000000000,205.000000000000000,17231.000000000000000,298.000000000000000,5601.000000000000000,530.000000000000000,1640.000000000000000,184.000000000000000,20918.000000000000000,562.000000000000000,4030.000000000000000,249.000000000000000,8089.000000000000000,51.000000000000000,8823.000000000000000,33.000000000000000,6607.000000000000000,288.000000000000000,1227.000000000000000,193.300000000000010,3944.000000000000000,26.000000000000000,155.000000000000000,98.900000000000006,472.000000000000000,100.000000000000000,2824.000000000000000,194.000000000000000,207.000000000000000,55.200000000000003,1313.000000000000000,151.000000000000000,5109.000000000000000,465.000000000000000,13.699999999999999,1.300000000000000,8.100000000000000,0.800000000000000,20918.000000000000000,562.000000000000000,12.300000000000001,0.800000000000000,17.600000000000001,0.100000000000000,19.199999999999999,0.100000000000000,15.699999999999999,0.700000000000000,7.100000000000000,1.100000000000000,8.600000000000000,0.100000000000000,0.400000000000000,0.200000000000000,2.100000000000000,0.400000000000000,12.600000000000000,0.900000000000000,1.200000000000000,0.300000000000000,7.600000000000000,0.900000000000000,11.100000000000000,1.000000000000000,0.575800000000000,0.636400000000000,0.969700000000000,0.621200000000000,2.803000000000000,0.848500000000000,0.469700000000000,0.166700000000000,0.606100000000000,0.303000000000000,1.545500000000000,0.181800000000000,0.590900000000000,0.303000000000000,0.893900000000000,0.469700000000000,0.166700000000000,0.787900000000000,0.621200000000000,0.454500000000000,0.954500000000000,2.984800000000000,0.772700000000000,8.227300000000000,0.681800000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,3981.000000000000000,316.000000000000000,9.400000000000000,0.700000000000000,40540.000000000000000
-1,0500000US42091,42,PENNSYLVANIA,PA,Montgomery,42091,"Montgomery County, Pennsylvania",483.038307509999980,809372.000000000000000,0.000000000000000,326528.000000000000000,516.000000000000000,307953.000000000000000,1342.000000000000000,50688.000000000000000,2183.000000000000000,30357.000000000000000,1348.000000000000000,41699.000000000000000,337.000000000000000,36479.000000000000000,1439.000000000000000,127132.000000000000000,114.000000000000000,181421.000000000000000,21.000000000000000,74958.000000000000000,1834.000000000000000,19930.000000000000000,879.799999999999950,178750.000000000000000,328.000000000000000,15821.000000000000000,955.899999999999980,46177.000000000000000,1150.500000000000000,2848.000000000000000,280.000000000000000,2858.000000000000000,364.500000000000000,19007.000000000000000,864.000000000000000,20788.000000000000000,1259.000000000000000,6.400000000000000,0.300000000000000,6.800000000000000,0.300000000000000,41699.000000000000000,337.000000000000000,6.500000000000000,0.300000000000000,15.699999999999999,0.100000000000000,22.399999999999999,0.000000000000000,9.400000000000000,0.200000000000000,6.500000000000000,0.300000000000000,22.100000000000001,0.000000000000000,2.100000000000000,0.100000000000000,14.100000000000000,0.400000000000000,0.900000000000000,0.100000000000000,0.900000000000000,0.100000000000000,6.200000000000000,0.300000000000000,2.600000000000000,0.200000000000000,0.015200000000000,0.242400000000000,0.015200000000000,0.000000000000000,0.272700000000000,0.015200000000000,0.197000000000000,0.818200000000000,0.015200000000000,0.181800000000000,1.212100000000000,0.106100000000000,0.893900000000000,0.878800000000000,1.772700000000000,0.909100000000000,0.984800000000000,0.045500000000000,0.303000000000000,0.272700000000000,0.363600000000000,1.969700000000000,0.212100000000000,5.227300000000000,0.090900000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,50042.000000000000000,1625.000000000000000,6.300000000000000,0.200000000000000,922892.000000000000000
-1,0500000US42111,42,PENNSYLVANIA,PA,Somerset,42111,"Somerset County, Pennsylvania",1074.366428280000000,77011.000000000000000,0.000000000000000,38054.000000000000000,189.000000000000000,29748.000000000000000,419.000000000000000,9206.000000000000000,757.000000000000000,2700.000000000000000,306.000000000000000,22618.000000000000000,546.000000000000000,7736.000000000000000,432.000000000000000,14994.000000000000000,54.000000000000000,14456.000000000000000,33.000000000000000,11834.000000000000000,514.000000000000000,1760.000000000000000,209.199999999999990,3741.000000000000000,18.000000000000000,315.000000000000000,112.200000000000000,1382.000000000000000,144.199999999999990,4334.000000000000000,291.000000000000000,347.000000000000000,123.099999999999990,2094.000000000000000,183.000000000000000,4657.000000000000000,453.000000000000000,12.699999999999999,1.000000000000000,7.500000000000000,0.800000000000000,22618.000000000000000,546.000000000000000,13.600000000000000,0.800000000000000,19.500000000000000,0.100000000000000,18.800000000000001,0.000000000000000,16.300000000000001,0.700000000000000,5.900000000000000,0.700000000000000,4.900000000000000,0.000000000000000,0.400000000000000,0.200000000000000,3.600000000000000,0.400000000000000,11.400000000000000,0.800000000000000,1.200000000000000,0.400000000000000,7.000000000000000,0.600000000000000,6.000000000000000,0.600000000000000,0.393900000000000,0.424200000000000,0.833300000000000,0.772700000000000,2.424200000000000,0.636400000000000,0.863600000000000,0.121200000000000,0.727300000000000,0.090900000000000,1.803000000000000,0.318200000000000,0.333300000000000,0.409100000000000,0.742400000000000,0.318200000000000,0.515200000000000,0.681800000000000,0.560600000000000,0.348500000000000,0.818200000000000,2.924200000000000,0.727300000000000,7.893900000000000,0.590900000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7085.000000000000000,514.000000000000000,9.800000000000001,0.700000000000000,68274.000000000000000
-1,0500000US42123,42,PENNSYLVANIA,PA,Warren,42123,"Warren County, Pennsylvania",884.140463650000020,41218.000000000000000,0.000000000000000,23445.000000000000000,100.000000000000000,17029.000000000000000,305.000000000000000,5224.000000000000000,463.000000000000000,1391.000000000000000,161.000000000000000,25054.000000000000000,1058.000000000000000,2981.000000000000000,228.000000000000000,8173.000000000000000,72.000000000000000,8291.000000000000000,50.000000000000000,7060.000000000000000,446.000000000000000,1022.000000000000000,133.699999999999990,1107.000000000000000,5.000000000000000,155.000000000000000,108.099999999999990,638.000000000000000,98.299999999999997,2802.000000000000000,181.000000000000000,191.000000000000000,60.799999999999997,1251.000000000000000,159.000000000000000,766.000000000000000,154.000000000000000,13.000000000000000,1.200000000000000,7.000000000000000,0.800000000000000,25054.000000000000000,1058.000000000000000,9.900000000000000,0.800000000000000,19.800000000000001,0.200000000000000,20.100000000000001,0.100000000000000,17.399999999999999,1.100000000000000,6.000000000000000,0.800000000000000,2.700000000000000,0.000000000000000,0.400000000000000,0.300000000000000,2.700000000000000,0.400000000000000,12.000000000000000,0.800000000000000,1.100000000000000,0.400000000000000,7.300000000000000,0.900000000000000,1.900000000000000,0.400000000000000,0.454500000000000,0.287900000000000,0.454500000000000,0.242400000000000,1.439400000000000,0.242400000000000,0.939400000000000,0.363600000000000,0.818200000000000,0.121200000000000,2.242400000000000,0.666700000000000,0.060600000000000,0.348500000000000,0.409100000000000,0.151500000000000,0.272700000000000,0.727300000000000,0.469700000000000,0.393900000000000,0.242400000000000,2.106100000000000,0.257600000000000,6.197000000000000,0.197000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,3769.000000000000000,364.000000000000000,9.300000000000001,0.900000000000000,36753.000000000000000
-1,0500000US42125,42,PENNSYLVANIA,PA,Washington,42125,"Washington County, Pennsylvania",856.986491839999990,208157.000000000000000,0.000000000000000,93442.000000000000000,281.000000000000000,83644.000000000000000,735.000000000000000,21377.000000000000000,1057.000000000000000,7612.000000000000000,551.000000000000000,29816.000000000000000,482.000000000000000,13654.000000000000000,597.000000000000000,37826.000000000000000,72.000000000000000,41860.000000000000000,0.000000000000000,29945.000000000000000,942.000000000000000,5559.000000000000000,486.500000000000000,14372.000000000000000,96.000000000000000,874.000000000000000,193.400000000000010,4980.000000000000000,379.199999999999990,5446.000000000000000,379.000000000000000,559.000000000000000,142.400000000000010,6301.000000000000000,495.000000000000000,5215.000000000000000,603.000000000000000,10.500000000000000,0.500000000000000,7.100000000000000,0.500000000000000,29816.000000000000000,482.000000000000000,9.199999999999999,0.400000000000000,18.199999999999999,0.100000000000000,20.100000000000001,0.000000000000000,14.500000000000000,0.500000000000000,6.600000000000000,0.600000000000000,6.900000000000000,0.000000000000000,0.400000000000000,0.100000000000000,5.300000000000000,0.400000000000000,5.800000000000000,0.400000000000000,0.700000000000000,0.200000000000000,7.500000000000000,0.600000000000000,2.500000000000000,0.300000000000000,0.181800000000000,0.303000000000000,0.136400000000000,0.151500000000000,0.772700000000000,0.090900000000000,0.515200000000000,0.348500000000000,0.409100000000000,0.212100000000000,1.484800000000000,0.166700000000000,0.484800000000000,0.439400000000000,0.924200000000000,0.500000000000000,0.742400000000000,0.378800000000000,0.106100000000000,0.424200000000000,0.348500000000000,2.000000000000000,0.227300000000000,5.181800000000000,0.060600000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,15404.000000000000000,892.000000000000000,7.500000000000000,0.400000000000000,204132.000000000000000
